space:E: Abs(E)^2 vs x, y=0(m), z=0(m), lambda=6.52921e-07(m) 

x(nm), Abs(E)^2
2200.06, 0.44807
2222.29, 0.563531
2244.51, 0.778802
2266.73, 1.05496
2288.95, 1.34207
2311.17, 1.58821
2333.39, 1.74888
2355.61, 1.79503
2377.84, 1.7183
2400.06, 1.53258
2422.28, 1.27144
2444.5, 0.982092
2466.72, 0.716862
2488.94, 0.523703
2511.16, 0.43754
2533.39, 0.473949
2555.61, 0.626346
2577.83, 0.867171
2600.05, 1.15288
2622.27, 1.4318
2644.49, 1.65351
2666.71, 1.77792
2688.94, 1.78252
2711.16, 1.6665
2733.38, 1.45083
2755.6, 1.17451
2777.82, 0.887521
2800.04, 0.641746
2822.26, 0.481636
2844.49, 0.436145
2866.71, 0.513501
2888.93, 0.699719


